,Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU
419,Apartamento;Barra da Tijuca;2;1;1;70;2200;780;
420,Apartamento;São Francisco Xavier;3;1;1;73;1200;520;
421,Apartamento;Copacabana;3;0;0;120;3000;1420;
422,Conjunto Comercial/Sala;Tijuca;0;0;0;29;800;1100;
423,Casa de Condomínio;Vargem Grande;5;4;5;300;5000;1500;250
424,Conjunto Comercial/Sala;Botafogo;0;11;0;705;68000;26715;4579
425,Apartamento;Pechincha;2;1;0;64;800;248;14
426,Apartamento;Copacabana;1;0;0;45;2800;450;30
427,Conjunto Comercial/Sala;Campo Grande;0;1;0;21;500;570;
428,Apartamento;Laranjeiras;2;0;0;110;2500;968;167
429,Galpão/Depósito/Armazém;São Cristóvão;0;20;0;1100;16000;;2435
430,Apartamento;Ipanema;4;3;3;433;37000;9800;
431,Apartamento;Flamengo;2;0;0;85;2700;800;1150
432,Apartamento;Leme;3;1;1;175;8000;1380;
433,Casa;Engenho Novo;2;0;0;70;1100;;
434,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;75;2500;1250;681
435,Apartamento;Jacarepaguá;2;1;0;68;1100;540;
436,Apartamento;Humaitá;2;1;0;64;2500;520;
437,Conjunto Comercial/Sala;Centro;0;0;0;90;2800;1640;270
438,Apartamento;Copacabana;1;0;1;37;2500;447;20
439,Apartamento;Copacabana;4;2;2;240;10000;2000;700
440,Casa de Condomínio;Barra da Tijuca;4;3;2;188;6000;1022;
441,Apartamento;Barra da Tijuca;3;2;2;137;12500;1850;271
442,Apartamento;Barra da Tijuca;14;2;2;212;5000;1200;650
443,Apartamento;Irajá;2;1;0;65;1100;255;
444,Apartamento;Barra da Tijuca;2;2;1;105;3000;1500;
445,Conjunto Comercial/Sala;Centro;0;0;0;240;21000;3500;
446,Loja/Salão;Andaraí;0;0;0;330;6000;;17285
447,Apartamento;Vila Isabel;2;1;0;70;1100;550;
448,Apartamento;São Conrado;4;3;4;600;23000;16864;3910
449,Apartamento;Gávea;3;1;1;108;5000;1769;226
450,Apartamento;Recreio dos Bandeirantes;2;1;2;85;2300;1350;125
451,Apartamento;Catete;1;0;0;45;1600;500;55
452,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;32;800;870;
453,Quitinete;Copacabana;1;0;0;15;1100;600;
454,Conjunto Comercial/Sala;Centro;0;0;0;101;2000;4700;
455,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;28;1600;912;
456,Apartamento;Barra da Tijuca;3;2;3;160;7000;1087;455
457,Conjunto Comercial/Sala;Centro;0;0;0;150;4000;2000;
458,Conjunto Comercial/Sala;Botafogo;0;0;0;457;50000;17600;23500
459,Casa de Vila;Quintino Bocaiúva;2;1;0;48;750;;
460,Apartamento;Lagoa;3;2;1;130;5000;1000;300
461,Apartamento;Freguesia (Jacarepaguá);3;2;1;100;2100;780;140
462,Conjunto Comercial/Sala;Centro;0;2;0;240;7000;3203;1300
463,Apartamento;Freguesia (Jacarepaguá);3;2;3;180;5500;1200;318
464,Apartamento;Copacabana;3;0;0;80;2500;800;157
465,Casa de Condomínio;Barra da Tijuca;3;0;2;367;6000;510;423
466,Conjunto Comercial/Sala;Santo Cristo;0;16;0;1200;78000;23000;
467,Apartamento;Recreio dos Bandeirantes;3;1;1;85;1900;450;112
468,Casa;Jardim Botânico;2;4;1;107;9500;;1091
469,Conjunto Comercial/Sala;Botafogo;0;15;0;700;59500;21994;5586
470,Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;10;6213;;
471,Apartamento;Barra da Tijuca;5;4;3;171;9000;2000;3500
472,Apartamento;Centro;1;0;0;42;2200;619;202
473,Apartamento;Méier;2;1;0;62;1000;600;38
474,Quitinete;Leblon;1;0;0;25;1950;360;58
475,Loja/Salão;Taquara;0;0;0;15;600;;
476,Apartamento;Leblon;4;3;4;260;13500;3100;
477,Casa;Recreio dos Bandeirantes;4;4;2;367;12000;;653
478,Conjunto Comercial/Sala;Centro;0;0;0;594;9000;;727
479,Loja/Salão;Copacabana;0;0;0;310;30000;700;
480,Conjunto Comercial/Sala;Centro;0;0;0;373;30000;6723;1492
481,Conjunto Comercial/Sala;Ipanema;0;5;0;200;25200;4680;
482,Apartamento;Grajaú;2;0;0;65;1400;415;21
483,Apartamento;Lagoa;4;3;1;180;11000;2530;812
484,Apartamento;Copacabana;1;0;0;43;1800;639;76
485,Apartamento;Lagoa;2;1;1;80;2200;2600;420
486,Conjunto Comercial/Sala;Copacabana;0;0;0;25;1000;434;101
487,Apartamento;Flamengo;2;1;0;57;2800;832;98
488,Apartamento;Campo Grande;3;1;1;98;1800;950;
489,Apartamento;Jardim Botânico;3;1;2;170;6000;860;540
490,Casa Comercial;Botafogo;3;0;0;280;13000;450;1387
491,Apartamento;Leblon;4;2;2;207;15500;6000;934
492,Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;23;1000;680;
493,Apartamento;Barra da Tijuca;4;4;4;518;38000;5004;1747
494,Galpão/Depósito/Armazém;Cordovil;0;0;0;850;8500;;
495,Apartamento;Ipanema;1;0;1;50;2400;897;26
496,Quitinete;Copacabana;1;0;0;35;1700;400;55
497,Loja/Salão;Catete;0;6;0;300;17500;310;14000
498,Apartamento;Recreio dos Bandeirantes;3;2;1;150;2500;1012;
499,Loja/Salão;Barra da Tijuca;0;1;0;49;2000;780;
500,Conjunto Comercial/Sala;Centro;0;3;0;151;11025;3430;
501,Apartamento;Copacabana;2;0;0;65;2700;710;130
502,Apartamento;Recreio dos Bandeirantes;4;3;2;300;4500;1500;580
503,Apartamento;Recreio dos Bandeirantes;2;2;1;115;1900;661;
504,Casa de Vila;Jacarepaguá;3;1;0;100;2000;100;
505,Conjunto Comercial/Sala;Barra da Tijuca;0;7;0;300;15000;9360;
506,Apartamento;Recreio dos Bandeirantes;3;3;1;110;1500;873;
507,Casa;Botafogo;12;5;0;500;18000;;1800
508,Conjunto Comercial/Sala;Ipanema;0;0;0;45;5000;2200;243
509,Apartamento;Barra da Tijuca;4;3;4;304;13000;3800;1350
510,Loja/Salão;Freguesia (Jacarepaguá);0;0;0;197;8000;;690
511,Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;28;900;560;185
512,Casa de Condomínio;Barra da Tijuca;4;2;4;280;8500;750;620
513,Prédio Inteiro;Barra da Tijuca;0;80;0;5500;480000;;
514,Apartamento;Tijuca;3;1;0;88;2300;790;885
515,Apartamento;Ipanema;3;1;1;145;7200;2900;500
516,Casa;Catete;10;0;10;300;15000;;220
517,Apartamento;Urca;1;0;0;53;2800;770;
518,Apartamento;Ipanema;3;1;1;116;5000;1600;316
519,Apartamento;Tijuca;3;1;0;116;2000;790;194
520,Apartamento;Vila Isabel;3;0;0;82;1200;664;86
521,Quitinete;Glória;1;0;1;26;850;321;29
522,Apartamento;Barra da Tijuca;3;2;1;130;4800;1700;433
523,Apartamento;Freguesia (Jacarepaguá);3;1;1;90;1700;595;
524,Apartamento;Flamengo;2;1;0;68;2000;536;148
525,Apartamento;Copacabana;1;0;0;60;2800;620;128
526,Loja/Salão;Engenho de Dentro;0;0;0;56;2200;;100
527,Apartamento;Taquara;2;1;0;53;1100;450;150
528,Apartamento;Penha;2;0;0;64;950;180;
529,Apartamento;Jardim Botânico;3;1;1;130;6400;1500;
530,Loja/Salão;Barra da Tijuca;0;0;0;140;7200;315;1550
531,Apartamento;Leblon;2;1;0;90;3500;1300;200
532,Apartamento;Leblon;4;2;4;200;8500;2710;945
533,Conjunto Comercial/Sala;Centro;0;0;0;208;5000;2670;530
534,Apartamento;Tijuca;1;1;1;84;2000;718;120
535,Galpão/Depósito/Armazém;Vigário Geral;0;0;0;2000;30000;;
536,Quitinete;Gardênia Azul;1;0;0;20;485;;
537,Apartamento;Flamengo;1;0;0;30;1490;315;55
538,Casa;São Conrado;4;0;4;1200;25000;;
539,Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;21;700;350;
540,Apartamento;Maracanã;2;0;0;79;1700;600;
541,Apartamento;Copacabana;1;1;0;150;3000;1200;390
542,Conjunto Comercial/Sala;Jacarepaguá;0;1;0;25;990;570;
543,Conjunto Comercial/Sala;Flamengo;0;0;0;15;850;622;165
544,Apartamento;Barra da Tijuca;3;2;3;156;5500;2300;398
545,Conjunto Comercial/Sala;Botafogo;0;3;0;90;5900;2220;
546,Loja/Salão;Barra da Tijuca;0;1;0;65;2200;595;500
547,Apartamento;Flamengo;1;0;1;38;1450;690;55
548,Apartamento;Botafogo;2;0;0;115;2200;1045;190
549,Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;2;0;25;800;364;172
550,Apartamento;Tijuca;2;0;0;49;1800;180;
551,Terreno Padrão;Penha;0;0;0;721;4000;;611
552,Apartamento;Jacarepaguá;2;1;1;80;1900;1350;100
553,Apartamento;Copacabana;2;0;0;120;3800;1000;197
554,Apartamento;Barra da Tijuca;2;1;1;70;1800;681;120
555,Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;21;800;306;56
556,Loja/Salão;Santa Cruz;0;0;0;42;1000;;
557,Apartamento;Bonsucesso;3;1;0;98;2800;390;
558,Apartamento;Barra da Tijuca;2;1;1;70;3240;950;
559,Apartamento;Flamengo;2;1;0;90;3200;980;
560,Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;24;800;400;90
561,Apartamento;Ipanema;2;0;0;99;3300;920;
562,Conjunto Comercial/Sala;Centro;0;0;0;42;700;515;83
563,Apartamento;Copacabana;3;1;0;80;3100;700;1208
564,Apartamento;Copacabana;2;1;0;74;2600;1021;
565,Apartamento;Humaitá;2;1;0;75;2900;926;90
566,Apartamento;Barra da Tijuca;4;3;4;250;9500;2800;523
567,Loja/Salão;Centro;0;0;0;530;12000;7435;1750
568,Apartamento;Recreio dos Bandeirantes;2;1;1;80;1600;770;108
569,Apartamento;Recreio dos Bandeirantes;3;4;1;217;3300;947;547
570,Apartamento;Ipanema;4;1;3;250;12000;2300;1037
571,Casa;Campo Grande;2;1;2;100;1500;;30
572,Apartamento;São Conrado;3;2;1;140;4700;1620;515
573,Apartamento;Barra da Tijuca;4;3;2;260;7500;3550;350
574,Apartamento;Laranjeiras;2;0;0;85;2100;700;95
575,Apartamento;Rio Comprido;2;1;0;69;1900;600;70
576,Apartamento;Freguesia (Jacarepaguá);1;1;0;49;1050;580;36
577,Apartamento;Andaraí;2;1;0;56;1900;607;89
578,Casa;Vargem Grande;2;1;0;70;1900;580;25
579,Box/Garagem;Centro;0;1;0;0;100;;
580,Apartamento;Ipanema;4;3;4;480;39000;9400;
581,Apartamento;Barra da Tijuca;4;3;3;180;7000;1935;449
582,Apartamento;Copacabana;2;0;0;81;3000;770;159
583,Apartamento;Barra da Tijuca;2;1;1;88;2400;1313;
584,Conjunto Comercial/Sala;Barra da Tijuca;0;4;0;125;7000;5000;1100
585,Apartamento;Vargem Pequena;2;1;1;80;1100;650;
586,Casa de Condomínio;Tanque;2;0;1;100;1500;160;80
587,Apartamento;Ipanema;3;3;3;169;9000;2300;886
588,Apartamento;Flamengo;4;2;2;423;12000;3795;1253
589,Loja Shopping/ Ct Comercial;Barra da Tijuca;0;2;0;88;2500;4500;1544
590,Conjunto Comercial/Sala;Leblon;0;0;0;120;20000;2400;
591,Apartamento;Quintino Bocaiúva;2;0;0;67;900;320;
592,Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;45;1100;1000;1
593,Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;2;0;44;1500;949;52
594,Loja Shopping/ Ct Comercial;Ipanema;0;2;0;25;5000;;150
595,Apartamento;Leblon;3;1;0;74;3300;700;83
596,Apartamento;Copacabana;2;0;0;110;2800;800;120
597,Apartamento;Leme;1;0;0;31;1140;420;24
598,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;36;1600;780;80
599,Apartamento;Recreio dos Bandeirantes;2;2;1;90;1500;720;199
600,Conjunto Comercial/Sala;Ipanema;0;0;0;32;1700;750;
601,Conjunto Comercial/Sala;Barra da Tijuca;0;3;0;108;5900;2424;
602,Casa;Santa Teresa;5;3;0;260;7000;;163
603,Apartamento;Barra da Tijuca;2;1;0;70;2400;1800;150
604,Casa de Condomínio;Recreio dos Bandeirantes;4;3;4;198;4500;1160;3012
605,Apartamento;Inhaúma;3;1;0;60;750;236;
606,Loja Shopping/ Ct Comercial;Jacarepaguá;0;1;0;61;4500;1;
607,Apartamento;Glória;1;0;0;48;1400;480;20
608,Apartamento;Copacabana;5;1;1;400;8500;2160;365
609,Apartamento;Ipanema;2;1;0;45;3000;575;25
610,Apartamento;Pechincha;2;1;0;65;950;640;126
611,Apartamento;Leblon;2;0;0;100;3800;900;195
612,Apartamento;Grajaú;3;2;1;90;2950;700;100
613,Conjunto Comercial/Sala;Campo Grande;0;1;0;20;700;273;75
614,Conjunto Comercial/Sala;Campo Grande;0;1;0;25;1000;550;
615,Apartamento;Marechal Hermes;2;1;0;70;850;200;
616,Apartamento;Grajaú;1;0;0;30;800;283;187
617,Apartamento;Praça Seca;2;1;1;63;1100;361;
618,Loja Shopping/ Ct Comercial;Barra da Tijuca;0;1;0;81;2500;2548;727
619,Apartamento;Barra da Tijuca;3;2;2;480;15000;2750;650
620,Apartamento;Recreio dos Bandeirantes;2;2;1;72;1580;900;140
621,Apartamento;Laranjeiras;2;0;0;51;1900;450;25
622,Apartamento;Botafogo;1;0;0;17;1100;330;15
623,Apartamento;Botafogo;3;0;0;100;6050;1155;234
624,Apartamento;Lagoa;2;1;1;90;2700;1350;250
625,Apartamento;Piedade;2;1;0;83;950;;13
626,Apartamento;Lagoa;3;3;3;230;6000;4600;990
627,Apartamento;Pechincha;2;1;1;62;1700;500;67
628,Apartamento;Leblon;2;2;1;113;3500;1365;387
629,Apartamento;Flamengo;1;0;0;49;1700;440;68
630,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;54;2500;1200;1800
631,Apartamento;Méier;1;0;0;53;900;484;37
632,Apartamento;Vila Isabel;2;1;0;63;1300;500;
633,Galpão/Depósito/Armazém;Pavuna;0;12;0;3084;67855;19711;1676
634,Conjunto Comercial/Sala;Méier;0;0;0;25;600;580;
635,Casa;Vila da Penha;1;0;0;40;850;;
636,Quitinete;Copacabana;1;0;0;30;2600;500;
637,Quitinete;Copacabana;1;0;0;30;3200;400;50
638,Quitinete;Centro;1;0;1;15;750;;
639,Apartamento;Lagoa;3;3;1;250;11000;3500;889
640,Apartamento;Humaitá;3;1;0;95;2300;1300;120
641,Apartamento;Flamengo;1;0;0;37;2300;485;56
642,Apartamento;Curicica;1;1;0;45;700;356;126
643,Apartamento;Barra da Tijuca;2;1;0;90;2000;980;1600
644,Loja/Salão;Copacabana;0;1;0;26;700;1004;170
645,Apartamento;Barra da Tijuca;1;1;1;80;1700;980;250
646,Casa;Vaz Lobo;1;0;0;35;400;;
647,Apartamento;Barra da Tijuca;2;1;1;70;2200;1000;70
648,Apartamento;Barra da Tijuca;4;3;1;190;5500;1600;435
649,Conjunto Comercial/Sala;Del Castilho;0;1;0;29;1000;638;
650,Loja/Salão;Copacabana;0;0;0;260;35000;750;1350
651,Conjunto Comercial/Sala;Barra da Tijuca;0;10;0;1100;66000;30000;23786
652,Loja/Salão;Botafogo;0;5;0;525;64698;;
653,Apartamento;Copacabana;3;1;0;140;3500;1250;
654,Apartamento;Tijuca;1;1;1;87;1400;1057;162
655,Apartamento;Barra da Tijuca;4;3;2;210;5300;2080;500
656,Casa de Condomínio;Santíssimo;2;1;0;70;800;200;
657,Conjunto Comercial/Sala;Centro;100;39;0;1600;160000;;
658,Apartamento;Méier;1;0;0;50;1000;390;16
659,Conjunto Comercial/Sala;Centro;0;0;0;570;19500;8800;
660,Apartamento;Flamengo;4;1;0;240;6000;2050;701
661,Apartamento;Leblon;4;3;4;300;30000;4273;1557
662,Apartamento;Ipanema;3;1;1;140;7200;2900;500
663,Casa de Condomínio;Jardim Botânico;4;4;1;380;12000;870;1290
664,Apartamento;Jardim Botânico;2;1;1;86;4100;830;257
665,Apartamento;Recreio dos Bandeirantes;4;3;4;203;6000;1200;420
666,Apartamento;Leblon;3;1;0;110;6200;885;
667,Casa de Condomínio;Barra da Tijuca;4;4;3;280;11000;1200;1100
668,Casa Comercial;Olaria;0;1;0;100;2000;;
669,Apartamento;Tijuca;2;1;0;60;1800;420;
670,Flat;Botafogo;1;1;1;50;2500;836;189
671,Apartamento;Barra da Tijuca;2;1;1;140;4500;910;420
672,Apartamento;Andaraí;1;0;1;30;1100;580;
673,Apartamento;Pechincha;2;1;0;52;700;420;35
674,Apartamento;Recreio dos Bandeirantes;2;1;1;75;2300;1220;134
675,Apartamento;Freguesia (Jacarepaguá);2;1;0;55;1000;390;36
676,Apartamento;Água Santa;2;1;0;70;800;250;14
677,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;45;500;1100;
678,Apartamento;Lagoa;2;1;0;77;2700;1050;302
679,Apartamento;Copacabana;3;1;1;194;7500;1710;4641
680,Loja Shopping/ Ct Comercial;Barra da Tijuca;0;0;0;34;2700;1047;326
681,Apartamento;Leblon;3;3;1;208;8000;1700;965
682,Quitinete;Copacabana;1;0;0;25;1200;318;
683,Conjunto Comercial/Sala;Centro;0;0;0;50;1200;1350;230
684,Apartamento;Gávea;3;1;2;220;7000;3200;450
685,Conjunto Comercial/Sala;Barra da Tijuca;0;14;0;350;21000;;
686,Apartamento;Barra da Tijuca;3;2;1;204;4600;2321;489
687,Apartamento;Barra da Tijuca;3;1;3;80;2800;1300;
688,Apartamento;Leblon;4;2;2;205;15000;6000;772
689,Apartamento;Barra da Tijuca;3;2;1;165;6500;1503;330
690,Conjunto Comercial/Sala;Centro;0;0;0;576;28845;8942;2071
691,Galpão/Depósito/Armazém;Santo Cristo;0;100;0;5000;90000;;12506
692,Conjunto Comercial/Sala;Copacabana;0;0;0;73;4000;1363;294
693,Conjunto Comercial/Sala;Centro;0;0;0;34;900;479;114
694,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;49;1200;617;69
695,Apartamento;Leblon;3;2;1;140;4500;2552;595
696,Apartamento;Laranjeiras;3;1;1;150;3200;1504;301
697,Apartamento;Moneró;1;1;0;47;1200;290;49
698,Apartamento;Tijuca;2;1;0;70;1850;748;48
699,Apartamento;Leblon;2;1;1;82;5900;1128;300
700,Apartamento;Grajaú;2;0;0;70;1300;447;
701,Apartamento;Recreio dos Bandeirantes;4;2;2;160;1900;830;
702,Apartamento;Barra da Tijuca;4;4;4;330;20000;1800;10500
703,Casa;Itanhangá;3;2;1;321;9000;1400;
704,Casa;Taquara;3;1;0;100;2100;250;
705,Apartamento;Barra da Tijuca;3;2;1;140;4900;1600;3580
706,Conjunto Comercial/Sala;Centro;0;0;0;55;900;1219;138
707,Conjunto Comercial/Sala;Méier;0;0;0;30;530;270;
708,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;22;600;797;164
709,Apartamento;Flamengo;2;1;1;60;3400;978;130
710,Conjunto Comercial/Sala;Ipanema;0;0;0;30;2300;880;
711,Apartamento;Itanhangá;2;1;1;58;900;500;212
712,Loja/Salão;Centro;0;0;0;172;2500;;391
713,Apartamento;Tijuca;3;1;1;106;2050;872;1008
714,Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;24;400;600;53
715,Apartamento;Leme;1;0;0;55;2000;585;79
716,Casa;Campo Grande;2;1;0;100;1300;;
717,Apartamento;Ipanema;3;3;3;310;16000;3000;1100
718,Apartamento;Vila Isabel;2;1;1;79;1300;950;30
719,Conjunto Comercial/Sala;Leblon;0;8;0;408;90404;26000;
720,Galpão/Depósito/Armazém;Maria da Graça;0;0;0;1000;9800;;630
721,Apartamento;Jardim Guanabara;2;0;0;92;1600;;99
722,Apartamento;Barra da Tijuca;2;1;1;102;2500;1478;255
723,Galpão/Depósito/Armazém;Vila Militar;0;0;0;190;3600;;291
724,Apartamento;Copacabana;3;1;1;160;4000;1617;300
725,Casa Comercial;Copacabana;12;0;12;360;17000;;1150
726,Quitinete;Copacabana;1;0;0;38;1800;500;100
727,Apartamento;Copacabana;1;0;0;30;1200;650;54
728,Apartamento;Quintino Bocaiúva;2;0;0;80;900;170;
729,Apartamento;Ipanema;3;1;0;80;4000;1200;251
730,Apartamento;Leblon;4;2;2;300;28000;3480;
731,Apartamento;Freguesia (Jacarepaguá);3;1;1;77;2000;580;80
732,Apartamento;Vila da Penha;2;0;0;70;1200;;27
733,Apartamento;Jardim Botânico;3;2;2;145;4680;1296;317
734,Galpão/Depósito/Armazém;Campo Grande;0;0;0;1599;30394;4399;1199
735,Apartamento;Recreio dos Bandeirantes;3;2;1;185;2500;1355;2917
736,Apartamento;Barra da Tijuca;1;1;1;68;2800;1250;219
737,Apartamento;Jardim Botânico;2;2;1;83;3500;1630;196
738,Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;125;3500;3100;775
739,Apartamento;Leblon;3;2;1;180;9500;2804;950
740,Conjunto Comercial/Sala;Botafogo;0;1;0;80;4500;2183;464
741,Loja/Salão;Campo Grande;0;0;0;240;2500;;
742,Apartamento;Copacabana;2;1;1;110;4000;1010;252
743,Conjunto Comercial/Sala;Tijuca;0;0;0;50;1200;1260;266
744,Apartamento;Botafogo;3;0;0;123;3200;421;182
745,Conjunto Comercial/Sala;Jacarepaguá;0;1;0;25;700;484;112
746,Loja/Salão;Recreio dos Bandeirantes;0;0;0;1200;58000;;4750
747,Apartamento;Recreio dos Bandeirantes;3;3;1;180;1300;1635;320
748,Conjunto Comercial/Sala;Jacarepaguá;0;1;0;40;1400;480;
749,Conjunto Comercial/Sala;Centro;0;0;0;309;15000;5000;650
750,Apartamento;Barra da Tijuca;3;2;3;120;2800;1280;360
751,Apartamento;Leblon;2;3;1;168;9000;2124;563
752,Conjunto Comercial/Sala;Centro;0;0;0;44;900;150;166
753,Prédio Inteiro;Copacabana;1;1;0;450;63000;13500;3825
754,Conjunto Comercial/Sala;Flamengo;0;8;0;834;72435;16680;
755,Apartamento;Praça Seca;1;0;1;50;600;;
756,Casa de Condomínio;Campo Grande;2;2;0;100;1200;40;1
757,Apartamento;Barra da Tijuca;1;0;0;71;2100;1200;220
758,Apartamento;Tijuca;2;1;1;81;2350;849;80
759,Apartamento;Jacarepaguá;2;1;1;67;2000;636;75
760,Apartamento;Recreio dos Bandeirantes;3;3;3;200;3900;800;310
761,Apartamento;São Francisco Xavier;3;1;0;90;1900;210;160
762,Apartamento;Lagoa;2;1;1;56;3500;1490;323
763,Apartamento;Leblon;4;2;1;200;11500;3055;500
764,Apartamento;Recreio dos Bandeirantes;2;1;1;65;1800;680;100
765,Casa;Barra da Tijuca;6;4;6;540;25000;2333;2900
766,Apartamento;Recreio dos Bandeirantes;2;1;1;70;1500;737;142
767,Apartamento;Tijuca;3;0;0;98;1700;390;93
768,Apartamento;Andaraí;2;0;0;66;700;900;46
769,Apartamento;Ipanema;3;2;1;200;6300;2200;400
770,Apartamento;Pechincha;2;1;0;60;900;420;15
771,Conjunto Comercial/Sala;Centro;0;1;0;182;8500;3200;
772,Apartamento;Vila Valqueire;3;2;1;129;2200;755;195
773,Apartamento;Santa Teresa;2;0;0;65;1400;600;
774,Apartamento;Leblon;4;2;2;230;17900;5000;1000
775,Apartamento;Gávea;3;1;1;138;7900;1900;3418
776,Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;0;0;25;800;400;104
777,Apartamento;São Conrado;3;2;1;150;6500;1800;
778,Conjunto Comercial/Sala;Jacarepaguá;0;1;0;21;600;500;
779,Apartamento;Jacarepaguá;4;2;2;155;3000;1664;309
780,Apartamento;Ipanema;3;1;0;130;8000;2000;480
781,Apartamento;Botafogo;3;1;1;123;4000;1188;221
782,Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;22;800;470;170
783,Apartamento;Cachambi;2;0;0;50;900;313;
784,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;35;1500;1200;200
785,Apartamento;Botafogo;1;0;0;38;1300;400;25
786,Flat;Barra da Tijuca;1;1;0;71;2700;1700;181
787,Apartamento;Tijuca;2;1;0;88;1100;693;32
788,Apartamento;Lins de Vasconcelos;2;0;0;50;900;360;13
789,Apartamento;Recreio dos Bandeirantes;3;1;1;80;1700;900;195
790,Conjunto Comercial/Sala;Centro;0;0;0;30;500;490;85
791,Apartamento;Copacabana;1;0;0;36;1700;632;69
792,Apartamento;Campo Grande;2;1;0;70;750;330;
793,Conjunto Comercial/Sala;Centro;0;0;0;106;3500;2112;480
794,Quitinete;Copacabana;1;0;0;30;1150;450;30
795,Apartamento;Tijuca;2;0;1;80;1300;;82
796,Apartamento;Freguesia (Jacarepaguá);1;1;0;49;850;590;37
797,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;20;1100;700;
798,Loja/Salão;Campo Grande;0;0;0;25;450;;
799,Apartamento;Copacabana;1;0;0;37;2200;555;70
800,Apartamento;Ipanema;3;1;1;126;6000;1667;590
801,Apartamento;Gávea;2;1;0;63;3300;650;
802,Apartamento;Barra da Tijuca;2;1;0;74;2100;750;
803,Conjunto Comercial/Sala;Centro;0;0;0;31;800;546;127
804,Apartamento;Barra da Tijuca;2;1;1;70;2300;1000;80
805,Apartamento;Barra da Tijuca;4;3;4;292;16000;5000;1500
806,Apartamento;Barra da Tijuca;4;2;1;330;9000;3100;1085
807,Apartamento;Recreio dos Bandeirantes;2;1;1;65;1800;560;
808,Casa;Campo Grande;2;0;0;70;1000;;
809,Casa;Barra da Tijuca;4;6;2;232;6500;1100;800
810,Apartamento;Flamengo;3;0;1;110;3800;659;146
811,Apartamento;Botafogo;3;1;1;102;5100;1300;342
812,Apartamento;Glória;1;0;0;28;1500;250;
813,Apartamento;Barra da Tijuca;2;2;1;65;1600;1270;233
814,Apartamento;Engenho Novo;2;1;0;69;1250;600;
815,Apartamento;Camorim;2;1;0;48;1000;340;90
816,Apartamento;Leblon;4;2;2;240;17900;5000;1000
817,Apartamento;Laranjeiras;4;2;1;350;10000;3000;403
818,Apartamento;Barra da Tijuca;2;1;1;87;2300;1482;251
819,Apartamento;Recreio dos Bandeirantes;2;1;1;70;1500;800;130
820,Apartamento;Barra da Tijuca;3;1;1;75;1900;750;60
821,Apartamento;Barra da Tijuca;2;1;1;80;3500;1100;140
822,Casa de Condomínio;Barra da Tijuca;5;6;5;1050;15000;2000;2000
823,Apartamento;Copacabana;3;0;2;130;4000;950;200
824,Conjunto Comercial/Sala;Centro;0;3;0;134;11840;2898;861
825,Conjunto Comercial/Sala;Campo Grande;0;0;0;30;1500;580;
826,Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;5124;614000;;
827,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;46;1450;885;253
828,Apartamento;Cascadura;3;0;0;58;990;100;
829,Casa Comercial;Jardim Botânico;0;0;0;80;6000;;1000
830,Apartamento;Humaitá;2;1;0;72;2900;815;96
831,Apartamento;Jacarepaguá;2;1;2;68;1700;739;
832,Apartamento;São Conrado;4;2;1;230;5150;2225;350
