,Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU
31528,Casa de Condomínio;Barra da Tijuca;6;0;1;400;10000;2333;990
31529,Apartamento;Barra da Tijuca;1;2;1;115;5500;2500;
31530,Conjunto Comercial/Sala;Botafogo;0;3;0;134;11000;5095;1094
31531,Apartamento;Copacabana;3;0;0;110;2700;1000;20
31532,Apartamento;Ipanema;2;1;1;90;10000;4000;613
31533,Apartamento;Pechincha;2;1;1;65;1700;650;950
31534,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;150;9000;8100;7800
31535,Galpão/Depósito/Armazém;Jacarepaguá;0;0;0;1600;70000;;
31536,Apartamento;Ipanema;3;1;0;120;3700;1100;238
31537,Apartamento;Barra da Tijuca;5;3;3;230;14000;2300;400
31538,Conjunto Comercial/Sala;Centro;0;0;0;30;350;1070;88
31539,Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;4;0;144;5200;2200;
31540,Apartamento;Leblon;4;2;4;210;29999;4000;1000
31541,Conjunto Comercial/Sala;Barra da Tijuca;0;7;0;276;20700;7258;2365
31542,Conjunto Comercial/Sala;Centro;0;0;0;59;1400;674;114
31543,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;49;1300;1045;
31544,Apartamento;Ipanema;4;1;3;200;8000;2400;480
31545,Conjunto Comercial/Sala;Centro;0;0;0;238;10710;4572;1274
31546,Apartamento;Andaraí;1;1;0;60;1000;400;21
31547,Conjunto Comercial/Sala;Ipanema;0;0;0;30;1800;938;214
31548,Apartamento;Copacabana;2;0;0;66;3000;1200;50
31549,Loja/Salão;Maracanã;0;0;0;72;3500;;
31550,Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;31;2500;611;29
31551,Prédio Inteiro;Botafogo;0;0;0;420;40000;;2836
31552,Apartamento;Copacabana;1;0;0;58;2400;550;132
31553,Apartamento;Flamengo;2;0;0;100;4000;600;
31554,Apartamento;Méier;2;0;1;71;1100;681;
31555,Apartamento;Méier;2;0;0;60;900;;
31556,Apartamento;Jardim Guanabara;2;1;0;95;1650;405;620
31557,Conjunto Comercial/Sala;Ipanema;0;2;0;153;33000;6300;1269
31558,Apartamento;Ipanema;2;0;0;76;2300;650;162
31559,Apartamento;Recreio dos Bandeirantes;3;3;3;190;3000;800;3000
31560,Loja/Salão;Praça Seca;0;0;0;190;4500;;833
31561,Apartamento;Recreio dos Bandeirantes;2;1;1;68;1300;782;
31562,Apartamento;Pechincha;3;2;1;77;1600;650;
31563,Casa Comercial;Botafogo;0;0;0;250;16000;;1160
31564,Apartamento;Barra de Guaratiba;3;2;1;145;4500;1500;380
31565,Apartamento;Copacabana;2;1;1;85;3200;927;200
31566,Apartamento;Rio Comprido;1;0;0;58;1200;425;12
31567,Apartamento;Camorim;3;1;1;73;1600;596;10
31568,Conjunto Comercial/Sala;Centro;0;0;0;33;700;815;20
31569,Apartamento;Lagoa;2;1;1;111;3800;800;310
31570,Conjunto Comercial/Sala;Jardim Botânico;0;1;0;28;2200;755;185
31571,Apartamento;Ipanema;3;1;0;63;3500;1100;147
31572,Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;26;1300;323;
31573,Flat;Barra da Tijuca;2;1;2;64;2500;1400;60
31574,Apartamento;Maracanã;2;0;0;58;1100;38;
31575,Loja/Salão;Tanque;0;0;0;197;9000;;750
31576,Conjunto Comercial/Sala;Copacabana;0;0;0;36;1600;623;102
31577,Apartamento;Barra da Tijuca;2;1;1;90;4000;2100;400
31578,Loja/Salão;Barra da Tijuca;0;1;0;130;2900;3220;993
31579,Loja/Salão;Praça da Bandeira;0;0;0;300;9500;;800
31580,Apartamento;Recreio dos Bandeirantes;3;1;1;80;2500;600;
31581,Loja/Salão;Centro;0;0;0;30;2200;225;
31582,Conjunto Comercial/Sala;Centro;0;0;0;629;31450;15982;1509
31583,Conjunto Comercial/Sala;Centro;0;0;0;375;18750;6340;2022
31584,Apartamento;Copacabana;4;1;1;170;8900;3611;555
31585,Apartamento;Freguesia (Jacarepaguá);2;2;1;94;1700;929;130
31586,Prédio Inteiro;Méier;0;5;0;937;30000;;4800
31587,Apartamento;Flamengo;4;1;1;290;9200;1800;700
31588,Apartamento;Leme;3;0;1;61;6500;650;
31589,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;36;900;700;136
31590,Apartamento;Copacabana;2;0;0;108;2950;1150;
31591,Galpão/Depósito/Armazém;Ramos;0;3;0;2000;30000;;1200
31592,Apartamento;Copacabana;4;2;0;279;5000;2025;370
31593,Apartamento;Copacabana;2;0;0;85;2800;750;119
31594,Apartamento;Braz de Pina;2;0;0;55;950;;
31595,Prédio Inteiro;Barra da Tijuca;0;7;0;500;38000;;1500
31596,Conjunto Comercial/Sala;Centro;0;0;0;31;600;647;137
31597,Conjunto Comercial/Sala;Centro;0;0;0;149;2100;2400;
31598,Galpão/Depósito/Armazém;São Cristóvão;0;0;0;1200;14000;;1500
31599,Apartamento;Tijuca;2;0;0;77;1800;505;
31600,Apartamento;Jacarepaguá;3;1;1;72;1800;700;
31601,Apartamento;Copacabana;3;1;1;210;5000;2400;560
31602,Casa de Condomínio;Recreio dos Bandeirantes;4;2;4;200;4500;1350;
31603,Conjunto Comercial/Sala;Centro;0;0;0;300;8000;2427;830
31604,Conjunto Comercial/Sala;Centro;0;0;0;70;2000;900;200
31605,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;30;1150;943;157
31606,Apartamento;Barra da Tijuca;4;2;1;189;8000;2200;660
31607,Apartamento;Copacabana;1;0;0;41;1900;390;58
31608,Apartamento;Freguesia (Jacarepaguá);3;1;1;70;1800;750;893
31609,Conjunto Comercial/Sala;Centro;0;0;0;432;7000;7807;2350
31610,Apartamento;Barra da Tijuca;2;1;1;74;1800;1100;120
31611,Apartamento;Barra da Tijuca;2;1;1;52;3300;1307;213
31612,Apartamento;Barra da Tijuca;2;0;2;160;12000;;
31613,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;123;5500;1348;240
31614,Casa de Vila;Bento Ribeiro;1;0;0;35;780;;14
31615,Apartamento;Flamengo;3;1;0;90;2800;760;111
31616,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;37;1200;936;280
31617,Apartamento;Pechincha;2;1;1;60;1300;656;16
31618,Apartamento;Camorim;2;1;1;60;1700;500;
31619,Loja/Salão;Barra da Tijuca;0;1;0;164;12000;6000;
31620,Apartamento;Vista Alegre;2;1;0;70;1200;210;
31621,Apartamento;Campo Grande;2;1;1;65;1000;450;
31622,Apartamento;Vila Isabel;1;0;0;50;1100;450;20
31623,Apartamento;Pechincha;2;1;1;78;1200;660;59
31624,Apartamento;Botafogo;2;0;0;100;3000;730;140
31625,Apartamento;Copacabana;1;0;1;40;2300;520;
31626,Apartamento;Jacarepaguá;1;1;1;30;2700;1350;
31627,Apartamento;Ipanema;2;1;1;73;5000;2500;2700
31628,Apartamento;Ipanema;2;0;0;140;10000;4000;
31629,Apartamento;Copacabana;1;0;0;35;2000;587;
31630,Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;27;1000;944;220
31631,Conjunto Comercial/Sala;Centro;0;0;0;78;1900;720;
31632,Apartamento;Gávea;2;1;0;87;3700;1100;1430
31633,Loja/Salão;Botafogo;0;11;0;446;54858;;
31634,Apartamento;Realengo;2;1;0;80;800;253;
31635,Apartamento;Méier;2;0;0;62;950;160;38
31636,Apartamento;Copacabana;2;4;2;185;9000;2600;
31637,Apartamento;Vila Valqueire;2;1;0;70;1000;50;25
31638,Apartamento;Bonsucesso;2;0;0;54;1000;;
31639,Apartamento;Copacabana;0;0;0;34;1200;480;57
31640,Conjunto Comercial/Sala;Centro;0;0;0;31;500;360;
31641,Conjunto Comercial/Sala;Centro;0;0;0;20;764;;
31642,Conjunto Comercial/Sala;Centro;0;0;0;20;550;600;21
31643,Apartamento;Barra da Tijuca;2;1;1;65;1700;700;100
31644,Quitinete;Copacabana;1;0;0;25;1000;290;
31645,Apartamento;Barra da Tijuca;2;1;1;90;2500;1100;134
31646,Box/Garagem;Centro;0;0;0;0;150;;
31647,Conjunto Comercial/Sala;Centro;0;0;0;96;3600;1350;348
31648,Loja/Salão;Tijuca;0;0;0;85;6500;;398
31649,Casa de Condomínio;Vista Alegre;2;1;0;72;1100;280;
31650,Apartamento;Vista Alegre;2;2;0;70;800;290;
31651,Loja/Salão;Botafogo;0;4;0;250;30000;700;
31652,Apartamento;Bonsucesso;2;0;0;55;1000;465;
31653,Apartamento;Leblon;4;3;1;180;12000;2300;600
31654,Apartamento;Copacabana;3;1;0;130;3800;1578;559
31655,Conjunto Comercial/Sala;Centro;0;18;0;940;84643;26089;2586
31656,Quitinete;Centro;1;0;0;40;1100;300;
31657,Apartamento;Leblon;2;2;1;160;8000;2500;
31658,Apartamento;Recreio dos Bandeirantes;3;2;1;100;2100;763;1812
31659,Flat;Copacabana;1;1;1;60;5000;;
31660,Apartamento;Barra da Tijuca;2;1;1;80;3200;875;215
31661,Apartamento;Barra da Tijuca;2;1;2;70;1750;677;
31662,Apartamento;Lagoa;3;3;3;227;19000;3675;980
31663,Apartamento;Copacabana;2;0;0;80;3000;670;
31664,Conjunto Comercial/Sala;Copacabana;0;0;0;220;3500;1663;947
31665,Apartamento;Recreio dos Bandeirantes;2;2;1;65;1200;670;117
31666,Conjunto Comercial/Sala;Centro;0;1;0;577;24000;7943;2503
31667,Flat;Copacabana;1;1;0;55;2700;1300;
31668,Conjunto Comercial/Sala;Centro;0;0;0;42;1000;709;88
31669,Conjunto Comercial/Sala;Centro;0;0;0;66;2500;2300;335
31670,Apartamento;Tijuca;3;1;1;79;1950;1100;
31671,Apartamento;Flamengo;3;1;1;190;5000;1800;501
31672,Conjunto Comercial/Sala;Centro;0;0;0;33;1300;424;66
31673,Apartamento;Copacabana;2;0;0;60;2400;700;
31674,Flat;Leblon;1;1;0;50;3200;1850;215
31675,Apartamento;Copacabana;1;0;0;30;2350;1;
31676,Apartamento;Tijuca;2;1;0;68;1600;560;24
31677,Apartamento;Copacabana;3;0;0;90;3000;850;150
31678,Apartamento;Tijuca;2;1;0;76;1400;772;83
31679,Conjunto Comercial/Sala;Leblon;0;0;0;300;65000;3000;
31680,Apartamento;Flamengo;3;1;1;114;5200;800;
31681,Apartamento;Copacabana;1;0;0;27;1000;655;55
31682,Apartamento;Rocha Miranda;1;0;0;28;900;;
31683,Casa de Condomínio;Barra da Tijuca;4;3;4;280;9000;950;4500
31684,Flat;Copacabana;1;1;0;60;2500;1534;161
31685,Conjunto Comercial/Sala;Centro;0;0;0;677;40600;14293;3216
31686,Apartamento;Recreio dos Bandeirantes;3;1;0;70;2300;831;84
31687,Apartamento;Copacabana;2;0;0;80;2500;800;
31688,Apartamento;Lagoa;2;1;0;93;4000;1098;
31689,Apartamento;Leblon;4;2;1;210;10000;1780;410
31690,Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;72;3800;2250;480
31691,Apartamento;São Cristóvão;1;1;0;47;1500;390;34
31692,Casa;São Conrado;4;5;3;3000;22000;2700;1700
31693,Apartamento;Copacabana;3;0;0;85;3200;850;
31694,Apartamento;Barra da Tijuca;5;4;5;1147;24000;6300;
31695,Conjunto Comercial/Sala;Centro;0;0;0;37;2000;1326;145
31696,Apartamento;Higienópolis;2;0;1;80;1500;;27
31697,Conjunto Comercial/Sala;Centro;0;0;0;214;8000;3730;605
31698,Apartamento;Jacarepaguá;2;1;1;60;1200;530;50
31699,Flat;Icaraí;1;1;0;76;2100;650;230
31700,Apartamento;Leblon;2;2;0;90;4450;1189;239
31701,Apartamento;Vicente de Carvalho;2;1;0;67;1100;300;
31702,Quitinete;Padre Miguel;1;0;0;55;450;;
31703,Quitinete;Vila Isabel;1;0;0;20;920;80;
31704,Conjunto Comercial/Sala;Centro;0;0;0;414;16000;8971;1086
31705,Apartamento;Copacabana;3;0;0;114;2800;850;203
31706,Apartamento;Ipanema;3;1;1;200;7500;4900;894
31707,Conjunto Comercial/Sala;Botafogo;0;0;0;700;94500;;
31708,Apartamento;Taquara;3;1;1;74;1400;650;70
31709,Apartamento;Tijuca;4;1;0;131;2800;585;1377
31710,Apartamento;Recreio dos Bandeirantes;2;0;1;100;2000;898;1305
31711,Apartamento;Ipanema;3;1;1;140;7500;1700;462
31712,Apartamento;Méier;3;0;0;80;950;340;
31713,Apartamento;Barra da Tijuca;3;2;1;100;3000;1700;
31714,Conjunto Comercial/Sala;Flamengo;0;8;0;590;53136;21231;1919
31715,Apartamento;Bonsucesso;3;0;0;100;1300;;
31716,Apartamento;Todos os Santos;2;1;0;72;1500;410;50
31717,Apartamento;Catete;1;0;0;45;1100;327;54
31718,Apartamento;Copacabana;4;2;2;230;8000;4000;400
31719,Conjunto Comercial/Sala;Barra da Tijuca;0;8;0;249;13000;9499;2514
31720,Prédio Inteiro;Vila da Penha;0;0;0;600;6000;;1100
31721,Prédio Inteiro;Rio Comprido;0;30;0;6700;330000;;
31722,Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;82;3500;2500;556
31723,Apartamento;Campo Grande;2;1;0;65;850;75;
31724,Apartamento;Copacabana;4;1;2;344;18000;3400;10500
31725,Apartamento;Ipanema;3;1;1;130;6500;1375;394
31726,Apartamento;Campo Grande;3;1;0;50;900;;
31727,Apartamento;Copacabana;4;2;2;354;11800;4133;
31728,Apartamento;Barra da Tijuca;3;2;1;147;3700;1957;506
31729,Apartamento;Recreio dos Bandeirantes;3;2;1;100;2491;500;
31730,Apartamento;Leme;2;1;1;90;5500;1190;200
31731,Loja/Salão;Bangu;0;0;0;80;4500;;
31732,Casa de Condomínio;Itanhangá;4;4;4;600;20000;1800;16000
31733,Apartamento;Jacarepaguá;2;1;0;69;1500;600;150
31734,Prédio Inteiro;Centro;0;0;0;600;17000;;
31735,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;30;1200;920;
31736,Apartamento;Botafogo;3;2;1;93;4000;1100;235
31737,Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;44;700;1610;1479
31738,Apartamento;Flamengo;1;0;0;40;3000;;
31739,Apartamento;Tijuca;2;0;0;65;1200;520;85
31740,Apartamento;Vargem Pequena;3;1;0;54;1400;340;28
31741,Conjunto Comercial/Sala;Centro;0;0;0;107;3800;2810;593
31742,Casa;Campo Grande;2;1;0;73;1200;;
31743,Apartamento;Ipanema;4;1;0;200;8000;2500;300
31744,Casa de Vila;Vila da Penha;1;0;0;40;850;;
31745,Apartamento;Barra da Tijuca;2;1;1;80;2500;960;
31746,Casa;Recreio dos Bandeirantes;5;4;3;360;15000;;607
31747,Galpão/Depósito/Armazém;Tijuca;0;0;0;60;2500;;
31748,Apartamento;Ipanema;3;1;1;126;6000;1650;590
31749,Galpão/Depósito/Armazém;Penha;0;0;0;2825;28000;;
31750,Apartamento;São Conrado;2;1;1;88;2100;1200;
31751,Conjunto Comercial/Sala;Botafogo;0;4;0;197;22000;7306;
31752,Apartamento;Ipanema;2;1;1;100;6500;1293;295
31753,Apartamento;Barra da Tijuca;7;4;2;560;15000;1550;2356
31754,Loja/Salão;Catete;0;0;0;36;4000;479;126
31755,Apartamento;Laranjeiras;2;1;1;103;3850;968;156
31756,Apartamento;Flamengo;3;1;1;160;8000;1600;250
31757,Apartamento;Recreio dos Bandeirantes;3;1;1;90;2300;950;
31758,Conjunto Comercial/Sala;Centro;0;1;0;447;40291;12402;1636
31759,Apartamento;Barra da Tijuca;1;1;1;71;1400;730;
31760,Apartamento;Flamengo;1;0;0;41;1700;400;71
31761,Apartamento;Leblon;3;0;3;135;12500;2500;
31762,Apartamento;Copacabana;3;1;2;140;5000;1210;595
31763,Conjunto Comercial/Sala;Centro;0;0;0;54;2000;642;260
31764,Casa de Condomínio;Freguesia (Jacarepaguá);2;1;0;75;1500;90;50
31765,Apartamento;Copacabana;3;1;0;95;2900;1300;160
31766,Casa de Condomínio;Barra da Tijuca;5;6;5;1300;34009;;
31767,Apartamento;Catumbi;2;0;0;64;1300;400;
31768,Conjunto Comercial/Sala;Centro;0;3;0;681;27000;8705;2900
31769,Conjunto Comercial/Sala;Jacarepaguá;0;1;0;27;600;450;520
31770,Apartamento;Méier;2;0;0;64;1100;681;
31771,Apartamento;Copacabana;2;0;0;80;2300;895;172
31772,Apartamento;Lagoa;3;3;1;252;7900;1902;634
31773,Loja/Salão;Barra da Tijuca;0;1;0;40;1400;1100;
31774,Apartamento;Irajá;2;1;0;50;800;110;
31775,Apartamento;Barra da Tijuca;2;1;1;66;1800;1100;213
31776,Apartamento;Ipanema;3;1;0;120;5000;1284;
31777,Apartamento;Gardênia Azul;1;0;0;27;650;;
31778,Apartamento;Campo Grande;1;0;0;40;500;;
31779,Loja/Salão;Copacabana;0;0;0;329;35000;;3700
31780,Apartamento;Barra da Tijuca;4;3;4;148;2500;1370;
31781,Apartamento;Méier;2;0;1;52;1000;550;14
31782,Apartamento;Engenho de Dentro;2;1;0;84;1200;402;
31783,Apartamento;Botafogo;4;2;2;693;15000;4083;1800
31784,Apartamento;Ipanema;2;0;0;70;3750;250;731
31785,Conjunto Comercial/Sala;Centro;0;0;0;468;35100;7488;
31786,Casa;Recreio dos Bandeirantes;4;2;2;200;2300;870;140
31787,Flat;Barra da Tijuca;1;1;1;36;1200;1000;20
31788,Apartamento;Lagoa;1;0;0;51;2295;400;105
31789,Apartamento;Botafogo;3;1;1;101;5100;1290;
31790,Conjunto Comercial/Sala;Centro;0;0;0;30;700;430;
31791,Apartamento;Barra da Tijuca;4;2;4;225;9000;4500;1000
31792,Apartamento;Botafogo;2;1;1;105;5800;1290;267
31793,Apartamento;Lagoa;4;3;1;160;8000;1780;520
31794,Apartamento;Leblon;4;3;1;220;12000;5077;750
31795,Apartamento;Catete;2;0;0;63;2200;410;
31796,Casa de Condomínio;Taquara;5;4;5;400;10000;699;5000
31797,Conjunto Comercial/Sala;Barra da Tijuca;0;7;0;300;15000;10183;988
31798,Apartamento;Copacabana;1;0;0;27;1200;350;53
31799,Conjunto Comercial/Sala;Centro;0;0;0;130;3000;1205;73
31800,Apartamento;Ipanema;4;3;2;488;19250;6454;
31801,Apartamento;Ipanema;2;1;0;70;10900;3500;1500
31802,Quitinete;Botafogo;1;0;0;25;1000;582;24
31803,Apartamento;Lagoa;3;1;1;104;4200;1244;294
31804,Conjunto Comercial/Sala;Madureira;0;2;0;52;1000;973;133
31805,Apartamento;Andaraí;2;1;0;86;1900;559;
31806,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;55;2190;1035;216
31807,Conjunto Comercial/Sala;Centro;2;0;0;50;2200;707;
31808,Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;26;550;450;
31809,Apartamento;Pechincha;2;2;0;51;1150;360;
31810,Apartamento;Recreio dos Bandeirantes;3;3;1;110;1500;873;
31811,Conjunto Comercial/Sala;Centro;0;0;0;32;600;90;83
31812,Conjunto Comercial/Sala;Centro;0;0;0;551;20000;6185;
31813,Apartamento;Copacabana;4;1;2;303;8500;2508;809
31814,Apartamento;Tijuca;3;0;0;88;1600;804;92
31815,Apartamento;Barra da Tijuca;2;1;1;110;5500;1900;645
31816,Loja/Salão;Tijuca;0;4;0;500;80000;;4000
31817,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;43;1100;1233;
31818,Apartamento;Humaitá;1;1;1;59;2600;750;95
31819,Apartamento;Maracanã;3;1;0;90;1500;300;71
31820,Apartamento;Tijuca;3;3;1;220;4000;977;240
31821,Apartamento;Barra da Tijuca;4;3;3;310;7500;2010;1507
31822,Apartamento;Leme;3;0;0;100;3300;681;140
31823,Conjunto Comercial/Sala;Centro;0;0;0;224;9000;9380;1208
31824,Apartamento;Leblon;4;2;2;150;13500;2471;702
31825,Apartamento;Botafogo;4;0;2;240;8400;2000;400
31826,Conjunto Comercial/Sala;Leblon;0;0;0;120;20000;2400;616
31827,Apartamento;Méier;2;1;1;80;1200;800;14
31828,Apartamento;Barra da Tijuca;1;1;0;40;2200;460;
31829,Apartamento;Barra da Tijuca;1;0;0;50;2000;1000;
31830,Apartamento;Barra da Tijuca;3;2;1;172;2300;1600;450
31831,Casa;Botafogo;4;0;1;300;10500;;40
31832,Apartamento;Taquara;2;1;0;60;1100;630;
31833,Apartamento;Tijuca;2;1;2;90;3200;1000;
31834,Apartamento;Méier;3;1;1;85;1700;790;135
31835,Apartamento;Leblon;4;2;1;190;13000;1598;
31836,Apartamento;Tijuca;3;1;1;110;1450;1295;
31837,Loja/Salão;Quintino Bocaiúva;0;0;0;20;450;;
31838,Conjunto Comercial/Sala;Centro;0;0;0;294;13275;5613;1561
31839,Apartamento;Barra da Tijuca;3;1;1;87;1600;1322;
31840,Apartamento;Recreio dos Bandeirantes;4;2;2;160;1900;1038;
31841,Apartamento;Ipanema;3;2;1;150;6500;2200;387
31842,Casa de Condomínio;Barra da Tijuca;4;5;3;650;20000;1750;8724
31843,Apartamento;Campo Grande;2;1;1;50;1200;400;
31844,Conjunto Comercial/Sala;Centro;0;3;0;155;11500;3503;
31845,Apartamento;Flamengo;3;0;1;116;3600;845;224
31846,Apartamento;Leblon;3;2;1;150;6900;3194;
31847,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;28;1200;550;100
31848,Apartamento;Copacabana;4;1;0;220;9000;2100;570
31849,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;32;900;975;165
31850,Conjunto Comercial/Sala;Senador Vasconcelos;0;0;0;40;700;;
31851,Loja/Salão;Cacuia;0;0;0;200;2500;600;300
31852,Conjunto Comercial/Sala;Barra da Tijuca;0;33;0;1268;60000;24100;3550
31853,Loja Shopping/ Ct Comercial;Barra da Tijuca;0;1;0;38;1300;1190;642
31854,Galpão/Depósito/Armazém;Bonsucesso;0;20;0;3000;60000;;
31855,Conjunto Comercial/Sala;Santo Cristo;0;24;0;1800;117000;34500;
31856,Apartamento;Leblon;4;2;2;160;6900;733;1800
31857,Flat;Barra da Tijuca;1;1;0;58;1600;1397;133
31858,Conjunto Comercial/Sala;Centro;0;0;0;192;10700;6313;981
31859,Apartamento;Copacabana;1;0;0;42;1550;550;
31860,Conjunto Comercial/Sala;Centro;0;0;0;42;2000;1100;174
31861,Loja/Salão;Quintino Bocaiúva;0;0;0;92;1800;;150
31862,Casa de Condomínio;Barra da Tijuca;5;4;5;1280;30000;1300;
31863,Apartamento;Barra da Tijuca;3;2;1;180;4400;1300;
31864,Apartamento;Humaitá;2;1;1;100;4300;950;163
31865,Apartamento;Lins de Vasconcelos;1;0;0;35;500;360;15
31866,Apartamento;Copacabana;2;0;0;100;2600;1500;130
31867,Conjunto Comercial/Sala;Centro;0;0;0;260;9000;6024;
31868,Conjunto Comercial/Sala;Centro;0;0;0;160;2800;4754;827
31869,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;40;1500;850;200
31870,Conjunto Comercial/Sala;Centro;0;0;0;69;1200;1058;
31871,Apartamento;Centro;2;0;1;55;1800;600;100
31872,Loja/Salão;Ipanema;0;0;0;200;30000;;17000
31873,Quitinete;Leblon;1;0;0;21;1800;700;27
31874,Apartamento;Copacabana;1;0;0;35;1300;350;50
31875,Apartamento;Flamengo;2;0;0;68;2000;660;86
31876,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;93;2500;1900;
31877,Quitinete;Catete;1;0;0;30;1100;390;24
31878,Loja/Salão;Copacabana;0;1;0;70;1000;2618;1369
31879,Apartamento;Leblon;4;2;4;210;30000;4000;1000
31880,Apartamento;Catete;1;0;0;40;1300;438;29
31881,Apartamento;Botafogo;2;1;1;97;3750;1136;294
31882,Apartamento;Andaraí;2;0;0;81;1200;400;75
31883,Casa de Condomínio;Vila Valqueire;2;1;1;70;1500;180;
31884,Apartamento;Copacabana;4;2;2;250;9500;1762;750
31885,Quitinete;Botafogo;0;0;0;24;1200;450;30
31886,Apartamento;Tijuca;2;1;0;64;1800;815;50
31887,Apartamento;Recreio dos Bandeirantes;3;2;2;75;1800;900;1094
31888,Apartamento;Copacabana;2;0;0;80;2900;962;140
31889,Apartamento;Copacabana;4;1;0;244;5000;2408;466
31890,Apartamento;Lagoa;2;1;1;78;3000;1388;259
31891,Apartamento;Recreio dos Bandeirantes;2;2;1;70;1800;950;985
31892,Apartamento;Botafogo;1;0;0;24;2200;;
31893,Apartamento;Península;3;2;1;94;3200;1320;250
31894,Apartamento;Irajá;2;1;0;55;850;395;
31895,Apartamento;Recreio dos Bandeirantes;3;2;2;151;3400;1215;200
31896,Casa de Vila;Vila Valqueire;2;1;0;65;980;;60
31897,Casa;Barra da Tijuca;5;4;5;600;12000;2300;
31898,Conjunto Comercial/Sala;Barra da Tijuca;0;4;0;115;5000;3840;8114
31899,Apartamento;Centro;1;0;0;31;1000;400;20
31900,Apartamento;Copacabana;3;2;1;120;5000;1400;425
31901,Apartamento;Leblon;2;1;0;70;4200;1100;200
31902,Apartamento;Campo Grande;5;2;1;190;3000;880;227
31903,Quitinete;Flamengo;1;0;0;24;1290;283;25
31904,Loja/Salão;Recreio dos Bandeirantes;0;1;0;175;7000;3070;
31905,Flat;Leblon;1;1;0;60;4800;2034;
31906,Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;52;1200;1382;52
31907,Apartamento;Barra da Tijuca;2;0;1;81;2500;1510;
31908,Apartamento;Tanque;2;1;0;62;600;392;
31909,Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;2;0;54;2120;920;
31910,Apartamento;Méier;2;1;0;50;900;200;13
31911,Apartamento;Copacabana;2;0;0;110;2700;1030;240
31912,Conjunto Comercial/Sala;Barra da Tijuca;0;10;0;400;12000;9000;525
31913,Apartamento;Gardênia Azul;2;0;1;45;850;;
31914,Apartamento;Tijuca;2;1;0;62;1650;639;61
31915,Apartamento;Ipanema;3;0;1;156;9300;1700;324
31916,Apartamento;Humaitá;1;1;1;45;2000;493;80
31917,Apartamento;Copacabana;1;1;1;65;3000;1250;125
31918,Apartamento;Barra da Tijuca;3;3;3;140;5100;1100;
31919,Apartamento;Copacabana;1;0;0;49;1800;659;194
31920,Loja/Salão;Tijuca;0;0;0;200;11000;;17000
31921,Apartamento;Lagoa;2;2;2;140;5800;1766;491
31922,Apartamento;Copacabana;2;0;0;72;2300;665;
31923,Apartamento;Copacabana;4;4;2;270;17000;2304;1276
31924,Apartamento;Barra da Tijuca;1;1;0;50;2500;1200;
31925,Casa;Curicica;3;1;1;180;1950;;
31926,Apartamento;Méier;2;1;0;62;1550;413;75
31927,Conjunto Comercial/Sala;Centro;0;0;0;219;18000;4743;1317
31928,Loja/Salão;Tijuca;0;0;0;30;2000;;235
31929,Apartamento;Copacabana;2;0;0;79;1950;1011;
31930,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;38;1600;935;217
31931,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;32;1200;905;253
31932,Conjunto Comercial/Sala;Botafogo;0;1;0;716;53701;21974;3300
31933,Apartamento;Botafogo;2;1;0;68;3200;810;139
31934,Apartamento;Lagoa;3;0;2;280;12000;2400;
31935,Apartamento;Ipanema;3;1;1;140;4200;1700;230
31936,Apartamento;Andaraí;2;1;0;58;1600;675;
31937,Apartamento;São Conrado;2;1;1;79;3000;1186;2300
31938,Apartamento;Botafogo;3;2;1;101;3400;1243;
31939,Apartamento;Pechincha;2;1;0;60;1000;366;15
31940,Loja/Salão;Copacabana;0;0;0;80;15000;;
31941,Apartamento;Leme;3;1;1;170;9000;1342;
31942,Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;26;900;441;112
31943,Casa;Grajaú;3;1;0;294;3500;;
31944,Apartamento;Taquara;1;0;0;30;700;;
31945,Apartamento;Leblon;4;2;1;170;9700;2200;
31946,Apartamento;Ipanema;4;1;3;250;10000;2300;1037
